year,region,latitude,longitude,temperature,rainfall,humidity,wind_speed,co2_index,climate_risk_score
2006,South America,-14.397,-76.7873,27.35,1300.0,41.61,22.79,385.28,7.162
2006,South America,-15.9167,-55.6959,18.87,824.89,24.32,14.77,384.48,6.068
2006,South America,-31.5318,-59.7474,26.12,1497.17,51.13,15.76,380.61,7.333
2006,South America,-39.7199,-80.4583,23.05,610.03,48.59,12.43,384.51,5.99
2006,South America,-50.7091,-40.4656,23.04,898.41,43.51,21.19,382.04,6.111
2006,South America,-11.1805,-61.4378,26.84,540.36,76.59,14.8,384.26,6.903
2006,South America,-9.8744,-75.5945,22.44,1641.7,40.96,20.14,383.53,6.994
2006,Europe,69.6387,35.0743,-0.04,662.9,72.96,3.17,382.31,3.754
2006,Europe,50.9696,-1.4449,16.17,1196.06,63.61,11.34,384.49,6.004
2006,Europe,35.1088,2.3966,18.37,1225.77,60.46,10.41,382.44,5.889
2006,Europe,64.1709,-3.2481,-0.51,894.55,60.24,14.57,382.72,3.57
2006,Europe,50.2817,5.4662,16.52,633.84,56.43,15.87,384.79,5.423
2006,Europe,60.6537,24.4015,-7.89,585.47,77.87,13.41,379.31,2.723
2006,Europe,40.6435,11.3203,12.97,927.96,81.93,12.84,385.9,6.182
2006,Europe,67.744,-9.0984,2.36,1028.9,30.55,15.84,385.85,4.395
2006,Europe,56.0907,23.7096,16.9,1349.55,65.0,4.03,382.75,6.689
2006,Europe,48.9724,-5.2155,10.45,1628.57,85.22,10.46,384.04,5.268
2006,Europe,62.7931,31.4106,-0.13,1047.77,100.0,9.89,380.33,3.936
2006,Europe,49.1541,9.3882,10.62,546.12,45.68,16.07,382.74,5.297
2006,Europe,44.7191,28.4211,13.57,1061.3,30.88,4.46,384.44,5.839
2006,Europe,53.4708,23.5374,17.9,836.81,64.46,20.67,379.5,6.134
2006,Europe,53.7387,22.7692,21.23,663.32,59.52,14.13,379.31,5.787
2006,Europe,59.7487,2.4934,18.11,1044.61,72.36,13.34,386.15,6.073
2006,Europe,35.7345,20.2244,17.36,746.52,74.65,9.47,381.55,6.292
2006,Europe,36.2528,10.4625,18.19,672.1,57.0,19.6,386.83,6.92
2006,Europe,64.7777,11.2501,-7.17,552.24,24.74,20.69,382.02,3.483
2006,Europe,60.8697,0.6868,-4.88,393.07,66.62,8.27,382.08,2.824
2006,Africa,3.6762,-5.549,16.77,322.54,59.96,11.83,387.73,7.124
2006,Africa,15.9062,-7.3988,17.62,676.01,37.57,13.95,383.4,5.819
2006,Africa,-24.6545,30.4052,20.02,958.63,65.79,9.29,385.61,5.322
2006,Africa,-12.2729,-13.8273,22.08,688.98,88.07,10.6,388.63,6.762
2006,Africa,34.3267,21.8524,24.74,517.56,43.19,10.98,383.81,6.006
2006,Africa,18.5716,15.7286,15.23,797.93,50.73,17.59,382.1,6.627
2006,Africa,29.0166,40.011,22.36,1017.7,59.83,18.12,385.94,6.084
2006,Africa,-19.1552,7.5857,26.26,1181.65,39.75,12.18,381.06,6.485
2006,Africa,-22.3216,32.7766,23.42,264.08,62.8,13.82,382.29,6.774
2006,Africa,-28.5325,21.9435,18.72,1637.23,50.5,13.61,385.77,8.247
2006,Africa,-24.2324,-12.6274,19.65,1094.93,49.39,11.84,382.31,5.653
2006,Africa,-19.8877,14.9232,28.41,937.0,66.34,12.14,383.02,7.174
2006,Africa,-6.3037,-7.9192,21.19,558.77,28.35,19.36,382.38,7.044
2006,Africa,-24.6981,40.9101,28.9,400.6,43.67,24.24,387.25,7.387
2006,Africa,-28.6804,27.4408,26.35,628.13,29.51,8.71,383.79,6.402
2006,Africa,-25.8887,13.8401,21.5,1256.27,63.71,13.96,385.51,6.777
2006,Africa,-5.131,34.5181,22.91,394.56,53.57,17.86,386.35,7.261
2006,Africa,7.2051,5.3642,17.27,1274.25,54.48,16.81,381.09,6.651
2006,Africa,-6.8153,-1.39,20.63,213.29,61.42,21.22,389.08,6.733
2006,Africa,31.2542,-16.5097,19.09,1007.84,67.48,12.63,384.14,6.395
2006,Asia,35.732,46.2833,14.39,1245.56,44.01,13.79,387.57,6.404
2006,Asia,40.402,154.3943,15.91,1315.89,83.4,6.19,381.12,6.606
2006,Asia,69.1969,58.7565,-4.48,646.31,41.19,11.78,380.95,4.8
2006,Asia,7.3923,84.7513,26.98,1299.94,74.19,18.29,382.49,6.946
2006,Asia,24.0727,156.4499,14.6,1074.51,71.78,6.89,385.18,5.599
2006,Asia,59.6365,145.7612,21.06,1456.38,80.2,19.77,384.33,6.615
2006,Asia,56.2603,148.7725,13.39,1076.93,59.47,10.58,386.33,5.632
2006,Asia,36.0649,119.9194,12.4,928.06,77.06,15.6,384.37,4.828
2006,Asia,46.5527,62.9859,9.17,702.25,67.51,10.07,386.96,5.801
2006,Asia,11.1604,165.0948,18.34,542.05,25.71,10.87,385.28,6.004
2006,Asia,59.7066,170.3131,16.47,306.07,71.97,11.78,383.77,6.097
2006,Asia,28.7442,85.1757,18.5,1074.6,75.75,15.3,384.04,5.241
2006,Asia,36.5376,41.6303,22.44,1189.78,83.04,16.39,382.33,6.618
2006,Asia,13.1512,123.5064,23.09,832.69,84.08,5.68,386.16,6.066
2006,Asia,50.0639,86.5946,17.55,1416.81,72.01,22.24,384.87,6.143
2006,Asia,62.2589,122.2772,-6.49,654.24,55.37,5.58,384.03,2.633
2006,Asia,16.5759,176.8798,14.84,1261.12,52.85,20.71,380.83,6.401
2006,Asia,26.0811,120.9522,25.47,889.5,46.84,8.37,383.31,6.651
2006,Asia,12.2642,153.81,25.04,795.88,69.5,12.45,379.88,6.615
2006,Asia,41.2347,93.4741,10.71,980.34,79.71,10.21,385.87,5.049
2006,Australia,-29.1005,142.3801,21.26,1189.9,53.46,10.63,382.79,6.422
2006,Australia,-31.097,135.7094,24.72,1164.96,62.9,19.24,383.6,6.701
2006,Australia,-24.8558,152.7767,23.06,1121.46,50.21,11.56,382.69,7.264
2006,Australia,-27.3467,130.8949,24.76,242.65,64.65,15.9,384.93,5.721
2006,Australia,-32.05,143.3351,27.37,1211.43,46.85,16.64,382.98,6.052
2006,Australia,-33.4222,143.9723,21.21,753.77,64.08,13.77,384.85,5.704
2006,Australia,-29.8459,113.1961,32.22,869.47,76.28,14.15,382.78,7.292
2006,Australia,-12.2202,127.0188,30.12,1058.87,77.81,10.14,382.92,6.916
2006,Australia,-39.9351,146.5054,27.54,542.6,60.65,16.75,379.62,8.158
2006,Australia,-33.5938,131.4045,25.26,928.38,58.77,17.96,385.24,6.873
2006,Australia,-31.2467,153.2793,31.73,323.32,62.09,14.26,385.38,7.298
2006,Australia,-26.7715,122.0851,25.75,1510.84,40.94,18.62,388.48,6.97
2006,Australia,-30.8281,118.9268,24.68,1140.52,51.13,20.22,381.52,5.883
2006,Australia,-30.6781,134.4881,23.81,2162.07,59.82,9.52,383.64,7.273
2006,Australia,-12.3574,137.2228,20.47,1590.02,63.68,16.91,382.49,7.242
2006,Australia,-11.3996,146.9208,23.6,1026.02,46.0,10.01,385.13,6.389
2006,Australia,-43.884,113.4245,21.21,657.73,70.48,11.48,383.51,6.425
2006,Australia,-29.9737,128.3548,25.97,620.19,75.85,17.87,385.19,7.858
2006,Australia,-11.903,129.9322,22.29,1895.95,89.75,14.05,384.52,7.671
2006,Australia,-13.1879,152.3896,24.04,652.35,73.11,14.31,384.12,6.301
2006,Arctic,74.5139,-84.104,0.24,824.68,81.55,11.18,381.64,4.108
2006,Arctic,80.8469,-16.5252,-6.47,1462.24,89.5,13.84,386.25,3.263
2006,Arctic,77.1782,73.4169,0.08,908.77,15.69,11.43,382.5,3.604
2006,Arctic,66.6774,48.0727,-6.67,491.48,49.27,18.49,382.43,3.38
2006,Arctic,78.3977,-133.3057,-1.55,0.0,75.32,19.75,381.65,3.965
2006,Arctic,68.3363,-75.8958,-2.48,136.39,43.23,20.16,381.89,4.898
2006,Arctic,70.6445,14.8277,-0.83,867.93,53.17,14.98,384.7,4.391
2006,Arctic,75.7751,115.3055,-8.88,725.54,100.0,16.9,388.49,4.033
2006,Arctic,81.1793,144.8084,-2.41,1035.56,59.45,7.05,383.79,4.533
2006,Arctic,77.9686,-129.9744,0.03,551.13,53.23,9.93,382.11,3.645
2006,Arctic,77.3332,-47.575,-7.04,965.58,52.46,18.72,386.37,3.869
2006,Arctic,69.3546,138.483,-8.14,1692.41,48.6,16.65,385.87,3.476
2006,Arctic,77.1308,95.6823,3.54,727.26,40.71,11.98,384.17,4.594
2006,Arctic,70.9696,-14.0509,-1.49,1703.94,66.96,16.44,384.89,4.633
2006,Arctic,76.4192,128.2626,-4.63,596.6,56.27,15.26,383.12,3.95
2006,Arctic,79.6695,67.2364,1.76,946.2,40.38,12.62,383.84,3.385
2006,Arctic,74.5013,110.0091,-1.85,1461.21,50.55,16.3,383.53,4.145
2006,Arctic,77.1251,-32.5987,-4.88,1194.79,31.87,18.72,385.85,3.84
2006,Arctic,80.5998,-84.2493,5.78,209.71,71.73,10.35,383.71,4.978
2006,Arctic,73.8134,-171.8749,-7.91,1326.67,33.09,16.16,383.1,2.943
2007,North America,35.4523,-104.8935,14.89,348.35,66.92,10.3,385.14,6.117
2007,North America,46.0511,-159.6371,8.67,1169.85,86.47,25.17,386.22,5.568
2007,North America,51.2349,-120.6049,17.83,723.93,78.56,12.98,385.13,6.286
2007,North America,56.5514,-133.7041,10.51,497.48,46.35,17.04,384.81,4.753
2007,North America,46.4158,-162.7407,10.01,456.83,91.67,10.56,385.4,5.222
2007,North America,63.6746,-137.7619,0.52,795.12,41.45,19.1,385.85,5.097
2007,North America,61.5932,-55.3528,-12.25,995.66,88.78,12.59,385.59,3.058
2007,North America,66.3187,-71.8087,-5.51,792.67,54.93,11.49,388.5,3.873
2007,North America,65.4663,-94.3971,-4.33,607.82,50.96,14.01,383.92,3.575
2007,North America,54.1182,-113.2159,3.63,845.65,85.89,14.49,387.55,4.59
2007,North America,42.0086,-113.2863,15.55,607.26,47.99,12.0,389.53,7.133
2007,North America,28.4142,-85.6106,10.02,1104.92,86.74,13.01,381.28,5.556
2007,North America,39.5052,-95.9735,15.44,1097.99,58.9,10.84,388.07,5.644
2007,North America,43.8273,-115.9791,19.77,1164.17,61.32,12.24,384.98,5.761
2007,North America,40.6586,-112.6509,11.78,793.12,69.15,13.84,387.63,6.086
2007,North America,54.0375,-70.4461,14.78,525.18,71.1,20.72,386.73,6.828
2007,North America,42.0622,-127.8476,18.15,1023.22,79.71,13.94,384.31,5.933
2007,North America,27.7678,-161.9425,8.6,466.06,74.59,17.49,386.77,4.41
2007,North America,31.5032,-152.1949,13.3,427.5,77.65,11.67,383.87,5.761
2007,North America,58.2546,-121.1672,11.79,357.81,27.71,13.88,384.92,4.929
2007,South America,-53.7154,-44.6926,29.49,1184.4,59.58,19.46,387.37,6.924
2007,South America,-8.1192,-69.4253,26.31,985.4,47.3,16.43,384.53,6.809
2007,South America,-28.893,-46.1447,18.44,496.48,74.91,15.02,385.78,5.999
2007,South America,-44.3979,-48.3184,25.95,625.0,46.54,11.45,385.29,6.92
2007,South America,-22.5993,-57.4508,21.5,760.87,82.58,9.68,386.37,7.164
2007,South America,-15.4811,-71.571,21.52,715.65,47.95,11.07,391.49,6.922
2007,South America,8.3115,-71.8082,29.14,1114.3,35.91,15.58,388.19,6.839
2007,South America,-51.8163,-70.6931,28.59,1199.23,87.78,12.33,383.85,7.034
2007,South America,-28.324,-53.7415,16.46,953.26,53.36,14.03,387.93,5.586
2007,South America,-17.8859,-59.8226,20.74,493.89,76.56,12.46,385.91,6.735
2007,South America,-28.6454,-41.2121,30.81,63.18,71.4,10.64,388.79,7.889
2007,South America,-2.6909,-70.8948,28.3,1174.26,44.55,12.06,386.03,7.173
2007,South America,-31.387,-54.9192,26.07,801.51,47.42,11.03,385.61,5.053
2007,South America,-40.5893,-68.2225,26.86,595.29,56.77,20.17,388.03,7.536
2007,South America,-45.7355,-35.5896,22.73,1134.71,56.49,13.22,386.86,6.307
2007,South America,-23.5332,-44.2021,27.2,1499.74,75.47,8.36,386.93,7.71
2007,South America,-37.2202,-48.6657,22.1,1315.32,48.57,12.8,389.19,6.65
2007,South America,-40.1496,-68.334,26.06,384.24,56.29,15.33,388.64,7.469
2007,South America,11.0639,-72.5201,21.87,1388.87,55.51,9.06,385.7,7.376
2007,South America,-18.986,-34.2275,31.28,344.96,40.72,7.54,386.79,7.759
2007,Europe,54.5249,28.42,13.11,918.22,61.77,7.31,391.46,5.795
2007,Europe,68.3271,22.2673,-0.43,861.28,50.53,16.4,386.81,3.7
2007,Europe,55.1558,29.4837,17.65,1474.27,60.33,15.27,387.66,5.932
2007,Europe,69.4559,24.8398,-7.1,1844.55,38.89,8.81,388.67,4.339
2007,Europe,59.4266,-0.0795,20.6,905.39,98.98,7.1,387.43,6.838
2007,Europe,49.7364,34.7706,13.57,1095.16,72.24,16.41,388.12,5.143
2007,Europe,39.1544,10.3405,13.18,1323.59,61.62,24.43,386.43,5.762
2007,Europe,37.0065,18.6981,14.5,1368.62,61.71,10.83,384.19,5.645
2007,Europe,65.5652,16.08,-8.63,789.57,62.16,6.67,384.37,2.938
2007,Europe,56.5676,-5.5535,14.09,695.39,66.42,20.89,389.32,4.763
2007,Europe,48.1563,36.8073,15.35,758.19,61.76,14.61,384.88,5.321
2007,Europe,60.8137,-5.7865,-0.87,1258.84,52.59,15.14,387.97,4.846
2007,Europe,64.9132,-7.9202,-3.51,829.13,62.87,9.4,385.65,4.168
2007,Europe,65.4182,-9.988,-0.7,809.39,63.27,10.7,387.45,4.076
2007,Europe,39.4107,0.6014,14.48,738.35,69.87,12.42,389.23,6.47
2007,Europe,54.1488,-5.4075,12.13,786.84,90.04,12.77,386.76,5.711
2007,Europe,68.7891,-7.3051,-7.27,575.46,41.91,10.46,380.34,3.776
2007,Europe,53.4474,23.6357,9.06,660.39,53.12,9.93,387.76,5.617
2007,Europe,59.0086,1.7014,20.84,1678.52,100.0,10.39,391.69,6.611
2007,Europe,60.7582,-4.5186,-5.6,1077.12,40.2,13.04,388.61,3.647
2007,Africa,33.444,25.0319,19.41,255.41,68.77,12.93,386.37,7.035
2007,Africa,-11.6145,0.8307,16.99,697.84,79.96,13.52,383.36,5.715
2007,Africa,-8.0979,3.6368,26.28,447.95,76.69,13.72,386.21,6.955
2007,Africa,19.9323,33.9235,16.07,1143.42,56.82,16.17,385.37,5.911
2007,Africa,-34.4991,-2.951,23.63,734.61,49.66,15.87,388.66,7.261
2007,Africa,-34.6156,49.9259,19.7,1433.18,55.23,16.4,384.23,6.516
2007,Africa,31.3808,-10.0053,15.98,323.66,69.12,19.38,385.69,6.784
2007,Africa,30.0712,9.0992,5.85,1885.01,82.43,12.86,382.1,5.413
2007,Africa,-16.4126,-17.3199,18.95,1095.44,66.17,10.23,388.28,6.611
2007,Africa,1.2575,43.4779,19.07,1308.65,55.94,8.44,388.75,7.403
2007,Africa,12.2173,15.2887,25.09,765.32,50.54,20.55,384.48,7.131
2007,Africa,-19.0681,-8.5394,28.85,765.49,53.93,18.53,389.24,7.522
2007,Africa,-17.6331,-8.062,25.05,1045.87,45.18,16.89,386.21,5.926
2007,Africa,-11.9875,-8.0989,24.44,1673.21,63.57,10.64,386.48,6.924
2007,Africa,-33.5232,-2.2943,26.03,1149.73,78.14,13.9,389.32,7.434
2007,Africa,36.5321,-3.5042,11.9,1801.44,64.9,10.66,389.35,6.957
2007,Africa,-32.7063,13.3205,24.04,1203.39,79.17,16.28,386.25,7.524
2007,Africa,26.7725,7.7878,13.58,1089.91,58.3,13.78,385.29,6.293
2007,Africa,-18.5036,-3.5429,33.21,1308.64,24.22,11.74,382.42,7.265
2007,Africa,0.8669,12.4919,20.16,941.46,35.62,14.33,385.21,6.959
2007,Asia,48.8651,141.8631,13.42,1711.65,36.7,8.39,385.87,7.111
2007,Asia,64.4393,162.4583,-4.08,844.2,38.37,17.78,387.95,4.146
2007,Asia,19.1023,72.7872,9.56,951.05,43.79,9.29,385.19,4.878
2007,Asia,60.1986,63.4074,-2.95,802.24,62.75,10.03,386.25,3.95
2007,Asia,48.5761,84.1079,11.2,953.62,77.47,17.7,386.11,5.122
2007,Asia,54.4753,150.657,12.26,599.54,28.91,14.62,385.88,6.125
2007,Asia,60.9705,121.2868,-6.06,1372.76,52.07,17.11,383.12,3.865
2007,Asia,38.2869,84.5445,16.49,709.11,44.24,17.38,385.83,5.681
2007,Asia,70.4652,41.6471,-3.1,1972.17,77.3,18.65,386.91,4.534
2007,Asia,62.6161,45.8762,-12.86,645.91,52.79,6.5,383.73,1.933
2007,Asia,73.5483,52.4086,-3.42,1245.01,76.6,15.66,384.11,2.986
2007,Asia,33.6663,92.4623,11.17,853.6,44.79,15.36,385.58,5.295
2007,Asia,27.1617,134.8067,16.4,911.91,55.0,17.54,387.8,5.358
2007,Asia,68.5624,72.9962,-4.36,1151.51,64.22,21.33,382.98,3.726
2007,Asia,54.3917,66.7133,8.26,1056.03,50.55,11.06,383.15,4.798
2007,Asia,39.3944,162.1452,17.24,1583.36,63.96,11.76,386.98,6.039
2007,Asia,22.504,98.3868,18.43,763.1,62.73,9.86,386.91,5.724
2007,Asia,68.3555,100.8451,-0.11,908.69,33.48,25.97,389.53,4.51
2007,Asia,12.4818,154.9555,21.72,872.06,51.85,19.06,386.57,5.982
2007,Asia,66.6092,164.2855,-5.15,1365.98,84.0,20.11,387.56,3.757
2007,Australia,-27.387,130.9153,24.72,973.49,60.81,8.69,387.16,7.033
2007,Australia,-17.3996,141.8611,27.15,753.49,58.94,14.36,386.26,7.499
2007,Australia,-22.3759,134.5413,33.56,949.36,10.0,18.95,384.96,7.186
2007,Australia,-39.4402,118.805,27.18,293.73,43.83,15.37,387.29,7.611
2007,Australia,-36.6939,122.99,22.7,1013.45,82.28,5.81,385.6,5.85
2007,Australia,-23.9641,124.732,26.91,1097.27,73.82,12.08,385.18,8.087
2007,Australia,-13.2238,126.3435,24.75,178.2,29.33,11.68,388.15,7.514
2007,Australia,-15.1456,153.7785,28.39,522.68,84.24,10.14,386.47,7.263
2007,Australia,-19.4884,152.8621,24.03,1452.94,49.42,8.6,386.08,6.722
2007,Australia,-27.323,133.6363,23.09,495.06,31.8,9.9,386.27,7.452
2007,Australia,-24.9765,148.3856,23.44,1025.02,52.22,20.87,385.66,6.556
2007,Australia,-27.9463,125.9947,28.08,490.41,48.74,17.17,383.09,7.749
2007,Australia,-36.3733,110.4053,22.6,762.07,43.14,15.51,390.96,6.968
2007,Australia,-34.5685,111.5779,21.27,1371.75,55.25,19.5,387.66,5.134
2007,Australia,-20.0439,122.3076,25.34,508.0,50.5,6.38,385.86,8.062
2007,Australia,-23.2902,134.489,28.26,1328.49,89.61,15.51,385.67,7.794
2007,Australia,-30.5533,144.3911,21.84,973.04,72.47,17.19,383.19,7.334
2007,Australia,-33.4278,114.0643,21.12,1996.83,63.63,10.6,387.77,7.351
2007,Australia,-13.3119,128.4262,21.43,720.33,29.85,8.7,389.66,7.289
2007,Australia,-18.7505,132.945,24.09,820.14,60.85,13.5,385.61,7.211
2007,Arctic,80.8564,32.5077,0.85,1072.77,45.45,8.59,386.34,4.227
2007,Arctic,72.5574,176.6885,7.06,385.41,30.15,15.33,385.29,5.303
2007,Arctic,78.4283,45.3048,-9.3,694.81,66.43,17.08,390.43,3.809
2007,Arctic,67.4571,-9.3889,-5.53,680.42,69.83,15.03,383.39,3.435
2007,Arctic,76.38,133.6273,-1.0,1070.67,84.4,14.94,385.27,3.652
2007,Arctic,72.2328,4.0665,-4.01,835.16,39.53,10.29,387.66,3.877
2007,Arctic,81.3967,55.2971,-2.9,1414.65,61.85,8.17,389.3,4.348
2007,Arctic,69.5181,-47.4083,-1.69,870.63,83.61,12.62,384.37,4.392
2007,Arctic,75.1499,141.949,-0.57,902.43,63.51,18.66,387.29,3.99
2007,Arctic,72.9139,13.975,4.94,235.12,50.59,13.84,385.75,5.525
2007,Arctic,75.4231,-129.8924,-5.58,1035.56,59.03,14.37,384.94,3.358
2007,Arctic,66.2237,97.85,-2.12,1294.99,51.03,10.52,387.27,4.133
2007,Arctic,69.9576,83.3925,-10.39,704.3,48.5,13.68,384.77,3.524
2007,Arctic,77.6066,-155.3946,-2.64,995.48,59.64,16.04,384.45,4.586
2007,Arctic,68.9499,-20.4927,-2.52,577.03,69.98,22.84,384.47,4.202
2007,Arctic,74.8803,-76.6035,-6.81,667.57,43.48,16.93,388.06,3.59
2007,Arctic,77.1001,-37.9335,-6.27,52.69,66.88,9.58,388.02,3.812
2007,Arctic,78.1048,39.7847,-8.11,691.13,58.86,20.15,384.72,3.098
2007,Arctic,68.6464,99.778,-2.66,296.89,93.21,8.61,385.4,4.183
2007,Arctic,72.8231,38.2297,4.66,1220.37,66.26,10.06,387.18,4.44
2008,North America,40.2589,-84.2323,14.38,697.89,45.19,16.97,389.4,6.359
2008,North America,51.4403,-126.2812,24.86,739.34,88.43,12.95,385.59,6.613
2008,North America,34.627,-167.3152,19.03,584.73,50.99,16.37,388.34,6.581
2008,North America,66.264,-84.6017,-4.9,1012.69,46.09,19.15,387.06,4.257
2008,North America,61.87,-152.5776,-5.15,513.6,33.83,9.78,387.69,3.944
2008,North America,40.8048,-69.2057,11.31,342.91,67.2,19.53,390.87,6.021
2008,North America,30.3091,-69.6813,17.39,1599.05,64.98,16.58,387.69,5.662
2008,North America,47.2319,-161.4843,15.08,1690.51,61.22,18.72,387.46,6.002
2008,North America,41.3527,-137.8595,16.94,923.02,74.14,14.73,387.63,6.965
2008,North America,63.4573,-112.3786,-4.77,1203.84,73.92,14.83,383.62,3.793
2008,North America,53.1636,-74.3562,16.62,231.1,49.19,15.65,389.15,6.869
2008,North America,67.7292,-127.9356,-3.1,525.22,26.16,15.72,388.68,3.743
2008,North America,51.3349,-134.8558,13.77,1142.75,87.96,5.43,386.93,5.585
2008,North America,42.4281,-97.1761,22.58,974.34,58.56,13.21,387.46,7.024
2008,North America,52.5494,-149.9593,13.3,615.15,98.79,15.68,389.56,6.263
2008,North America,52.3941,-119.4097,4.8,612.49,53.11,16.33,388.77,4.729
2008,North America,63.6571,-158.9462,-3.21,528.79,37.54,16.91,389.72,4.841
2008,North America,39.6171,-165.0062,11.67,1197.13,55.74,18.76,390.38,5.649
2008,North America,63.863,-124.1607,-0.58,646.22,40.08,12.85,391.36,4.841
2008,North America,38.9969,-130.2387,19.93,465.75,67.64,11.54,391.57,6.102
2008,South America,-17.6766,-40.9111,25.84,131.88,26.96,13.12,388.83,6.704
2008,South America,-10.9479,-71.8529,27.08,864.9,71.7,9.3,387.62,7.765
2008,South America,7.8142,-46.3771,34.06,360.26,71.95,20.66,387.68,8.392
2008,South America,-34.9077,-70.9496,26.37,1239.43,76.81,20.28,388.2,7.654
2008,South America,3.3175,-64.1061,25.66,1098.27,66.35,7.58,386.09,6.928
2008,South America,-15.3867,-66.2051,28.32,1050.87,43.18,19.52,392.41,7.263
2008,South America,9.3369,-69.0775,26.88,1000.7,67.96,13.52,388.26,7.419
2008,South America,-24.1581,-54.3761,24.42,447.82,83.88,11.65,385.45,7.213
2008,South America,6.9179,-44.5602,31.81,1185.44,63.07,15.64,391.16,7.179
2008,South America,-52.3014,-62.8385,20.16,788.65,76.62,16.27,389.62,6.37
2008,South America,-43.8082,-47.2707,23.6,996.8,64.16,15.28,388.06,6.436
2008,South America,-20.8776,-55.9797,26.49,826.72,53.23,13.48,388.92,5.976
2008,South America,-27.6491,-68.1294,25.66,824.29,82.17,8.07,386.83,7.571
2008,South America,5.6303,-54.6798,33.04,642.48,58.51,12.91,384.42,7.498
2008,South America,-8.0874,-42.1653,27.31,769.8,50.16,19.08,387.34,7.166
2008,South America,-2.1147,-55.9805,28.72,401.9,42.19,16.32,388.2,7.166
2008,South America,-16.8427,-39.7996,25.04,1231.93,54.37,20.27,386.76,7.229
2008,South America,-30.1387,-51.1913,23.46,1376.88,77.36,13.31,386.86,7.304
2008,South America,-33.2936,-49.0927,20.02,1010.1,69.44,12.8,389.69,5.927
2008,South America,-53.6454,-49.4743,16.37,750.44,60.95,12.9,386.02,4.984
2008,Europe,64.9535,5.492,1.86,1395.09,47.76,9.39,389.33,4.959
2008,Europe,46.8475,16.6978,11.37,908.12,67.31,17.07,388.62,5.485
2008,Europe,68.8544,17.7256,-1.92,946.3,55.97,14.33,389.3,4.117
2008,Europe,63.6409,19.1917,-2.11,660.4,73.25,8.54,386.17,4.214
2008,Europe,42.4429,21.0815,13.3,677.57,52.7,17.77,389.75,5.649
2008,Europe,43.1774,9.4813,20.51,1156.85,49.4,16.88,388.19,6.261
2008,Europe,40.0958,25.5194,13.46,968.58,52.51,16.68,392.07,5.23
2008,Europe,50.4591,12.0644,14.23,654.73,63.12,14.53,385.13,4.812
2008,Europe,60.2946,37.1386,-4.87,257.14,67.07,19.09,388.89,3.609
2008,Europe,41.7229,15.5108,19.07,952.74,33.48,12.8,389.26,5.978
2008,Europe,41.1564,11.2934,17.1,660.61,27.65,12.51,390.3,5.872
2008,Europe,54.9359,25.8934,16.19,868.64,58.98,12.95,387.73,6.085
2008,Europe,44.8309,5.1311,10.34,1738.26,67.96,15.22,386.22,5.998
2008,Europe,68.5765,3.2246,-7.07,984.11,53.64,10.94,389.8,2.712
2008,Europe,64.4028,28.0675,-6.69,591.87,56.65,15.13,388.03,3.853
2008,Europe,50.8527,25.356,7.97,1250.37,85.25,15.57,386.16,5.087
2008,Europe,58.9164,0.7026,9.43,799.95,44.93,14.51,387.6,5.253
2008,Europe,38.8938,15.4438,17.34,900.49,45.17,22.96,389.29,5.86
2008,Europe,56.7047,18.9536,14.25,1058.96,45.18,13.41,387.94,5.792
2008,Europe,66.9163,26.4886,-2.22,435.7,45.92,11.81,387.77,4.712
2008,Africa,-6.3049,-7.938,28.65,800.05,66.91,13.44,388.85,7.04
2008,Africa,-6.7212,-19.6894,27.5,301.98,54.55,15.19,389.4,8.088
2008,Africa,20.3814,10.4487,12.2,1451.46,72.26,10.35,388.95,5.709
2008,Africa,-9.8371,45.4426,23.6,1467.64,58.52,17.31,387.88,7.739
2008,Africa,-18.5983,-5.8461,30.93,742.02,84.02,17.57,388.02,6.509
2008,Africa,-31.8035,38.0448,24.76,960.65,77.51,20.35,386.96,7.111
2008,Africa,19.9815,28.8469,16.83,143.0,57.67,9.38,387.93,6.813
2008,Africa,25.4488,21.908,16.2,400.67,22.19,14.6,387.91,5.615
2008,Africa,-29.7611,-12.9874,18.03,626.1,57.08,16.66,388.71,6.969
2008,Africa,15.6942,-1.5318,15.02,1197.87,53.45,18.29,388.92,5.533
2008,Africa,-34.4413,13.7458,26.79,448.09,59.56,15.58,388.4,7.843
2008,Africa,0.7005,46.0601,25.7,1038.27,66.05,6.7,387.73,6.12
2008,Africa,-0.1367,39.0464,24.06,1278.72,66.33,9.49,388.19,6.675
2008,Africa,35.9891,-12.8508,7.86,643.89,57.25,13.54,385.37,5.648
2008,Africa,13.3901,-17.7195,26.44,604.77,66.85,12.53,386.54,7.306
2008,Africa,8.9105,31.5535,28.53,711.75,36.04,19.96,392.44,8.004
2008,Africa,-23.0815,8.594,20.57,246.51,58.39,20.42,388.05,6.798
2008,Africa,-5.0693,35.8739,32.98,1716.84,58.03,11.69,389.73,7.865
2008,Africa,13.6888,4.2051,29.7,982.2,41.06,9.08,388.55,6.999
2008,Africa,26.547,7.0918,17.77,1471.26,45.14,12.63,389.85,6.553
2008,Asia,53.0098,42.503,20.96,1088.21,87.72,16.16,390.46,6.272
2008,Asia,68.4378,110.892,3.29,1211.69,58.75,19.51,383.95,3.909
2008,Asia,40.6448,172.3071,17.26,945.76,68.56,10.74,389.47,6.454
2008,Asia,47.4846,119.0738,15.81,1029.56,37.15,11.87,387.95,6.367
